outcome,pnl_dollars,exit_time_seconds,max_mfe_dollars,max_mae_dollars,pos_id,strategy,tp_setting,time_limit,actual_pl_norm
TIME_EXIT,-0.1975,1800,0.025399999999999638,0.24579999999999927,967529084,MH,0.4,30,0.8499999999999999
TIME_EXIT,-0.11350000000000364,1800,0.02139999999999418,0.18,967759445,MH,0.4,30,0.51
TIME_EXIT,-0.13585000000000036,1800,0.004399999999995998,0.19704999999999928,968293891,MH,0.4,30,-1.2500000000000002
TIME_EXIT,-0.08840000000000146,1800,0.031199999999989816,0.17025000000000545,968304346,MH,0.4,30,1.43
TIME_EXIT,-0.03364999999999782,1800,0.026549999999997454,0.10385000000000219,968339583,MH,0.4,30,0.5199999999999999
TIME_EXIT,-0.007750000000005457,1800,0.007700000000004366,0.052399999999997816,968906910,MH,0.4,30,0.69
TIME_EXIT,-0.028100000000004004,1800,0.043549999999995634,0.052450000000008004,961148508,HR05,0.4,30,0.38000000000000006
TIME_EXIT,0.0014499999999952706,1800,0.08475000000000364,0.01125,961187853,HR05,0.4,30,0.52
TIME_EXIT,0.05715000000000146,1800,0.07465000000000145,0.019050000000006548,961203216,HR05,0.4,30,0.39
TIME_EXIT,-0.03225000000000364,1800,0.053499999999994545,0.06024999999999636,961247713,HR05,0.4,30,0.29000000000000004
TIME_EXIT,-0.1661999999999989,1800,0.06704999999999017,0.17654999999999746,961285727,HR05,0.4,30,0.47000000000000003
TIME_EXIT,0.19559999999999492,1800,0.25224999999999453,0.03474999999999454,961323611,HR05,0.4,30,0.31000000000000005
TIME_EXIT,-0.171299999999992,1800,0.01280000000000655,0.20094999999999347,961372525,HR05,0.4,30,0.51
TIME_EXIT,0.02194999999999709,1800,0.09505000000000109,0.02869999999999891,961621807,HR05,0.4,30,0.62
TIME_EXIT,0.010650000000005093,1800,0.04800000000000182,0.07574999999999818,961639028,HR05,0.4,30,0.7899999999999999
TIME_EXIT,-0.023249999999998182,1800,0.049000000000005456,0.047799999999997456,961690619,HR05,0.4,30,-1.57
TIME_EXIT,0.15104999999999563,1800,0.17485000000000583,0.024700000000002546,961727641,HR05,0.4,30,0.82
TIME_EXIT,-0.18119999999999892,1800,0.029350000000004,0.20745000000000802,961756438,HR05,0.4,30,0.4600000000000001
TIME_EXIT,-0.08845000000000255,1800,0.025900000000001457,0.08984999999999672,961941537,HR05,0.4,30,0.53
TIME_EXIT,0.02954999999999927,1800,0.0743499999999949,0.04515000000000328,967466279,HR05,0.4,30,1.2399999999999998
TIME_EXIT,-0.1975,1800,0.025399999999999638,0.24579999999999927,967529085,HR05,0.4,30,0.8499999999999999
TIME_EXIT,-0.1576500000000033,1800,0.017349999999996726,0.21220000000000255,967727908,HR05,0.4,30,0.38000000000000006
TIME_EXIT,0.07265000000000328,1800,0.15659999999999855,0.010200000000004365,967877069,HR05,0.4,30,1.4499999999999997
TIME_EXIT,0.044399999999996,1800,0.13779999999999745,0.015050000000001092,967905556,HR05,0.4,30,1.3199999999999998
TIME_EXIT,0.0875500000000011,1800,0.08900000000000546,0.03234999999999673,967972097,HR05,0.4,30,0.9799999999999999
TIME_EXIT,-0.12609999999999671,1800,0.055950000000002546,0.13344999999999346,967994495,HR05,0.4,30,1.0699999999999998
TIME_EXIT,-0.12789999999999963,1800,0.035050000000001094,0.13979999999999565,968011656,HR05,0.4,30,0.6
